"BIN","AT_CG_AAA(TTT)","AT_CG_AAC(GTT)","AT_CG_AAG(CTT)","AT_CG_AAT(ATT)","AT_CG_CAA(TTG)","AT_CG_CAC(GTG)","AT_CG_CAG(CTG)","AT_CG_CAT(ATG)","AT_CG_GAA(TTC)","AT_CG_GAC(GTC)","AT_CG_GAG(CTC)","AT_CG_GAT(ATC)","AT_CG_TAA(TTA)","AT_CG_TAC(GTA)","AT_CG_TAG(CTA)","AT_CG_TAT(ATA)","AT_GC_AAA(TTT)","AT_GC_AAC(GTT)","AT_GC_AAG(CTT)","AT_GC_AAT(ATT)","AT_GC_CAA(TTG)","AT_GC_CAC(GTG)","AT_GC_CAG(CTG)","AT_GC_CAT(ATG)","AT_GC_GAA(TTC)","AT_GC_GAC(GTC)","AT_GC_GAG(CTC)","AT_GC_GAT(ATC)","AT_GC_TAA(TTA)","AT_GC_TAC(GTA)","AT_GC_TAG(CTA)","AT_GC_TAT(ATA)","AT_TA_AAA(TTT)","AT_TA_AAC(GTT)","AT_TA_AAG(CTT)","AT_TA_AAT(ATT)","AT_TA_CAA(TTG)","AT_TA_CAC(GTG)","AT_TA_CAG(CTG)","AT_TA_CAT(ATG)","AT_TA_GAA(TTC)","AT_TA_GAC(GTC)","AT_TA_GAG(CTC)","AT_TA_GAT(ATC)","AT_TA_TAA(TTA)","AT_TA_TAC(GTA)","AT_TA_TAG(CTA)","AT_TA_TAT(ATA)","GC_AT_ACA(TGT)","GC_AT_ACC(GGT)","GC_AT_ACG(CGT)","GC_AT_ACT(AGT)","GC_AT_CCA(TGG)","GC_AT_CCC(GGG)","GC_AT_CCG(CGG)","GC_AT_CCT(AGG)","GC_AT_GCA(TGC)","GC_AT_GCC(GGC)","GC_AT_GCG(CGC)","GC_AT_GCT(AGC)","GC_AT_TCA(TGA)","GC_AT_TCC(GGA)","GC_AT_TCG(CGA)","GC_AT_TCT(AGA)","GC_CG_ACA(TGT)","GC_CG_ACC(GGT)","GC_CG_ACG(CGT)","GC_CG_ACT(AGT)","GC_CG_CCA(TGG)","GC_CG_CCC(GGG)","GC_CG_CCG(CGG)","GC_CG_CCT(AGG)","GC_CG_GCA(TGC)","GC_CG_GCC(GGC)","GC_CG_GCG(CGC)","GC_CG_GCT(AGC)","GC_CG_TCA(TGA)","GC_CG_TCC(GGA)","GC_CG_TCG(CGA)","GC_CG_TCT(AGA)","GC_TA_ACA(TGT)","GC_TA_ACC(GGT)","GC_TA_ACG(CGT)","GC_TA_ACT(AGT)","GC_TA_CCA(TGG)","GC_TA_CCC(GGG)","GC_TA_CCG(CGG)","GC_TA_CCT(AGG)","GC_TA_GCA(TGC)","GC_TA_GCC(GGC)","GC_TA_GCG(CGC)","GC_TA_GCT(AGC)","GC_TA_TCA(TGA)","GC_TA_TCC(GGA)","GC_TA_TCG(CGA)","GC_TA_TCT(AGA)"
65,6,3,0,4,2,4,2,2,1,2,1,2,3,1,0,6,20,18,15,25,7,9,6,26,6,6,8,6,15,11,11,25,4,3,9,5,1,2,3,2,1,4,2,7,7,2,1,1,26,21,41,12,15,8,31,12,9,14,17,11,13,17,21,21,4,4,0,6,3,3,0,4,3,1,1,3,5,5,1,9,5,11,2,9,4,6,0,2,4,4,0,4,7,3,4,4
66,8,1,6,5,4,4,4,9,2,0,3,3,4,3,2,5,22,12,8,41,3,9,16,25,12,10,5,8,4,16,10,47,8,3,1,6,3,3,3,5,2,3,2,8,8,2,2,9,30,8,36,22,13,7,15,11,8,6,12,11,17,16,11,21,9,2,1,5,4,4,0,1,2,7,0,6,6,5,0,14,4,7,1,5,0,4,1,7,7,6,2,3,4,5,3,11
67,4,1,4,3,4,3,3,10,3,1,4,6,3,0,3,1,13,12,6,26,13,9,7,29,10,6,11,8,14,7,12,27,5,1,2,6,0,4,1,8,1,5,1,2,3,0,7,8,19,11,38,17,12,15,28,28,18,11,15,9,16,18,17,17,7,1,0,7,2,5,0,3,0,2,2,2,9,5,0,13,9,11,3,5,5,3,1,2,12,5,8,4,2,3,4,10
68,4,4,3,4,1,3,2,3,2,0,8,4,2,2,0,1,16,8,12,21,5,9,11,24,13,4,11,11,12,9,7,42,2,3,0,6,3,4,4,7,2,4,3,5,6,3,3,0,24,18,39,20,11,14,28,20,14,12,18,4,17,9,28,20,4,6,1,6,5,5,0,5,3,4,0,8,4,4,3,8,5,10,4,7,2,11,3,4,9,6,3,7,5,1,0,8
69,8,3,3,4,6,8,2,3,2,2,2,4,3,0,3,1,10,9,7,20,5,18,9,18,6,4,9,10,16,14,8,28,6,4,4,3,2,1,2,3,2,3,2,7,3,3,0,5,26,11,41,14,14,10,29,29,17,18,20,20,12,18,10,11,5,3,2,5,1,4,1,5,0,2,1,2,0,6,1,6,9,8,0,4,6,6,0,4,6,10,2,3,6,4,3,9
70,7,3,4,5,3,4,5,10,3,1,3,4,7,3,3,3,17,10,16,28,5,9,8,25,5,4,7,10,17,12,10,41,5,2,2,3,1,4,3,10,2,5,4,2,2,4,0,5,28,10,48,24,22,5,26,13,15,7,18,19,21,16,27,14,2,2,1,5,0,8,1,2,2,1,0,8,1,1,0,4,10,15,2,5,5,5,1,6,4,1,0,8,7,4,0,11
71,11,1,11,4,1,1,1,3,2,1,3,0,3,0,3,1,15,15,6,30,4,7,11,28,8,12,8,11,12,17,12,44,4,4,4,6,2,4,3,5,3,1,1,8,5,1,2,6,24,16,35,19,10,10,28,24,10,7,13,17,21,16,13,26,6,2,1,4,3,6,1,5,2,3,0,6,7,6,1,9,8,11,0,4,2,3,1,9,5,5,2,4,6,5,4,10
72,12,1,2,3,6,4,3,6,0,0,3,2,3,2,2,2,11,12,7,31,9,13,9,14,5,4,9,10,13,17,10,39,12,3,1,5,2,3,3,14,3,2,2,11,5,2,2,4,20,9,38,23,17,7,21,22,12,14,13,11,18,12,20,28,7,6,0,7,5,1,2,5,1,5,1,5,6,1,0,7,12,15,3,4,8,5,1,5,9,4,0,5,6,2,1,13
73,9,1,5,4,3,4,6,11,2,3,4,4,8,2,2,5,12,10,10,33,4,8,5,34,9,7,7,11,16,8,5,47,5,7,6,5,5,2,6,7,3,1,4,6,4,0,2,4,26,12,31,15,14,7,15,24,11,12,15,17,19,13,19,22,7,4,1,11,1,1,1,4,3,2,0,6,4,4,0,13,15,23,5,7,9,7,0,8,8,6,3,5,8,5,1,10
74,5,3,5,3,7,3,7,8,1,1,3,1,4,2,2,4,20,18,11,43,10,6,9,29,7,7,5,13,15,17,12,40,6,6,1,3,6,3,4,7,1,1,0,6,4,4,2,6,31,13,40,19,13,12,12,16,7,11,14,19,23,17,18,20,7,2,1,8,2,3,1,4,1,1,2,2,5,3,0,15,13,13,2,7,4,8,1,6,10,3,1,4,15,5,1,10
75,10,4,4,6,9,3,1,6,1,5,2,0,5,1,4,5,22,17,10,38,9,5,11,26,8,7,8,9,20,13,9,50,5,3,3,8,7,2,6,3,0,2,1,8,4,5,2,6,28,17,27,23,15,9,27,19,14,9,11,16,12,12,21,21,7,7,0,8,2,6,0,3,5,2,1,4,6,3,1,9,7,9,2,6,6,4,1,6,6,5,1,9,6,4,2,12
76,11,2,5,5,6,4,5,3,2,3,3,2,5,2,0,4,17,12,13,35,11,12,6,32,7,5,8,13,19,10,12,48,8,2,2,4,1,6,2,8,3,4,2,4,8,3,2,11,32,7,30,19,7,13,14,20,16,12,18,7,18,14,15,21,7,5,0,11,3,2,0,2,1,5,0,2,6,5,1,9,9,13,1,6,9,4,1,4,7,3,0,2,3,3,2,15
77,10,2,2,6,8,2,1,3,3,2,4,2,3,0,2,3,18,16,9,28,6,12,9,23,11,5,4,9,16,15,7,36,5,4,7,8,2,3,2,7,3,2,3,5,8,4,6,6,21,10,37,10,9,12,18,24,8,10,15,8,20,18,28,25,5,1,2,9,4,3,0,5,1,2,0,2,4,3,1,10,9,9,2,4,5,2,1,7,6,8,2,3,5,3,0,18
78,6,6,5,5,7,3,2,9,5,0,3,2,3,4,1,4,14,15,18,35,10,9,6,22,11,9,6,13,10,16,13,45,4,3,2,9,2,4,4,4,2,4,1,6,6,3,3,9,32,13,25,18,22,12,23,16,11,6,20,21,15,17,22,31,7,6,1,11,2,0,3,10,3,1,1,4,4,4,0,14,10,15,0,8,3,1,0,6,11,5,3,7,9,3,3,12
79,9,5,3,6,9,2,5,4,0,2,3,4,4,1,0,1,13,10,7,35,7,5,10,24,8,9,8,13,16,16,6,25,3,2,4,4,5,3,5,9,3,3,4,2,4,3,0,4,22,15,40,27,18,14,21,21,11,11,18,11,16,17,21,21,3,1,0,7,2,3,0,5,1,2,0,5,4,1,0,10,8,7,2,8,7,5,3,6,15,5,3,2,15,6,1,10
80,5,3,2,8,4,5,3,6,4,0,1,3,6,2,1,6,17,14,16,23,8,4,7,19,3,5,8,10,9,10,5,36,6,1,5,6,2,1,3,4,3,2,0,9,6,1,2,3,18,11,41,24,6,7,20,26,4,9,19,7,19,11,32,9,2,6,0,6,2,2,1,7,3,0,0,3,5,4,1,13,6,7,1,5,8,4,0,6,3,3,0,2,5,3,0,5
81,9,1,2,6,3,3,1,3,3,1,4,2,4,2,5,5,17,8,12,29,8,9,12,23,11,5,5,12,17,19,7,38,8,2,2,7,1,2,2,9,2,4,2,9,4,2,2,4,27,17,25,16,10,9,21,12,3,9,19,15,12,19,8,19,7,4,0,5,2,0,0,3,2,4,0,2,6,3,1,12,8,6,2,6,4,0,1,5,10,11,2,4,11,6,3,5
82,8,0,4,4,4,1,2,5,2,1,2,3,4,0,1,4,13,11,16,34,10,5,9,20,4,6,6,9,11,6,3,39,2,2,1,1,4,3,3,9,2,4,2,11,4,3,3,6,22,8,32,15,14,16,25,10,10,12,22,12,15,14,21,15,9,6,0,4,4,0,1,3,4,2,0,11,4,3,0,6,10,7,3,3,2,1,2,5,5,5,2,4,3,3,5,4
83,5,4,5,6,4,4,6,3,5,1,0,0,4,5,3,4,14,6,13,35,9,5,16,27,11,7,8,7,20,12,10,30,2,2,4,2,2,0,1,9,5,3,3,1,5,0,3,9,27,7,35,20,11,12,19,11,16,13,15,11,12,12,22,14,8,5,0,7,3,2,0,2,3,1,1,4,3,2,0,10,7,4,2,4,5,3,0,2,2,3,1,3,6,5,2,10
84,8,1,3,3,8,1,1,1,1,2,2,4,5,2,3,5,17,10,4,23,16,9,16,28,11,6,9,10,14,7,14,31,5,3,2,4,1,5,5,8,2,0,1,2,2,1,2,9,26,14,29,11,14,5,28,15,8,5,12,7,16,14,20,10,7,3,1,2,6,2,1,4,4,4,0,2,5,1,0,10,5,7,1,3,5,4,2,2,7,5,1,4,4,4,1,8
85,8,4,4,1,6,4,6,5,3,0,1,1,8,4,1,1,17,18,11,44,11,18,11,24,7,2,6,11,13,9,9,31,3,3,1,11,1,3,2,4,4,1,4,4,5,1,1,5,25,17,36,15,11,9,27,10,7,6,17,12,16,14,24,20,6,3,0,4,2,3,1,4,1,3,0,4,5,3,1,10,11,5,2,7,2,0,1,6,5,5,1,3,3,6,1,9
86,4,2,1,5,6,2,2,5,7,2,1,1,5,1,0,4,14,14,15,35,8,11,8,33,9,5,6,8,15,10,8,39,4,6,1,5,1,3,2,2,1,2,1,7,3,0,1,3,18,16,31,13,11,12,19,13,6,14,19,14,13,11,20,16,7,4,1,2,0,3,0,7,3,2,0,7,8,3,1,4,6,4,0,6,4,5,0,2,7,2,0,2,2,5,0,3
87,7,2,3,8,4,5,2,6,4,0,3,7,3,2,2,2,14,12,8,26,10,10,9,27,8,6,3,5,7,11,10,32,6,2,1,4,7,3,3,6,4,3,2,5,1,1,0,6,22,13,32,19,18,12,22,13,16,11,19,8,10,15,24,10,7,1,0,9,2,3,2,1,5,4,0,5,11,5,0,10,9,2,0,2,3,5,0,1,5,7,2,2,1,1,0,6
88,7,6,5,5,5,7,4,5,4,0,4,3,5,2,3,5,19,5,11,25,12,11,13,27,8,13,3,10,8,17,7,40,9,2,2,6,2,3,3,1,0,2,2,6,9,1,4,5,29,15,37,15,12,10,22,15,14,17,17,17,17,13,24,11,3,3,2,3,1,3,0,3,0,0,1,3,3,7,1,4,7,1,2,2,3,2,1,4,5,4,1,4,3,3,0,4
89,9,6,1,9,4,2,2,5,2,4,4,2,5,2,3,2,19,7,5,26,7,5,8,29,10,11,7,6,9,12,8,23,3,5,4,6,1,3,2,5,1,0,2,2,3,3,4,6,26,15,30,17,12,13,17,19,19,8,18,10,12,15,16,19,4,2,0,6,2,4,0,1,1,0,0,4,8,1,1,6,6,4,2,4,2,2,1,3,4,5,1,1,4,5,2,4
90,6,2,3,2,4,4,2,4,5,3,2,1,3,1,2,4,9,10,7,31,10,8,11,24,9,4,3,8,13,14,10,11,2,2,3,3,4,1,6,2,0,2,1,5,3,4,1,8,28,9,31,20,7,12,24,17,8,11,10,13,12,11,26,13,2,3,0,3,1,5,1,1,2,5,0,3,7,4,0,4,11,8,0,2,2,4,1,4,5,8,0,4,4,5,2,7
91,8,1,3,1,2,5,4,8,2,0,2,4,4,0,3,2,12,7,12,21,5,7,16,21,2,2,5,14,11,8,9,32,3,1,3,4,4,1,2,11,2,1,0,10,5,4,2,4,22,14,22,17,12,10,27,15,10,7,16,13,10,12,20,15,13,2,0,4,4,3,2,6,2,1,0,2,9,3,0,9,9,9,0,4,3,7,0,7,7,6,2,3,5,3,0,2
92,7,4,2,4,7,3,1,4,2,2,3,1,5,1,2,1,13,9,7,26,6,4,9,26,9,5,12,4,7,11,7,31,5,5,4,5,1,2,1,8,2,4,2,6,1,1,2,3,18,11,40,16,5,17,18,14,14,12,19,10,18,12,12,15,2,1,2,11,4,2,1,4,2,3,0,6,3,7,0,12,7,7,1,5,1,4,0,1,1,4,4,3,2,3,0,9
93,10,4,3,8,3,1,4,4,1,0,1,3,3,1,0,2,12,6,7,26,11,6,8,28,7,2,6,11,9,4,6,39,8,1,4,6,1,5,3,7,2,1,2,4,5,2,0,2,19,6,25,14,14,8,16,13,10,9,14,9,17,9,16,15,6,1,3,5,1,2,0,3,4,1,0,1,5,5,0,3,8,6,3,4,5,2,1,2,4,5,2,4,7,3,1,4
94,9,3,5,7,4,4,6,5,6,0,4,2,2,1,3,1,11,13,13,33,10,5,9,24,7,7,5,6,18,12,4,29,6,3,7,2,1,2,5,4,1,3,2,2,5,4,2,2,22,18,42,17,14,18,26,17,15,12,13,15,10,15,26,9,1,1,0,6,4,6,1,4,7,6,2,2,2,6,0,8,8,5,0,3,6,3,0,0,7,5,1,1,4,0,0,4
95,3,4,6,4,7,1,1,4,2,2,1,1,2,2,0,3,12,8,7,13,9,9,9,33,10,2,10,5,5,10,7,26,6,3,2,4,2,5,3,7,4,1,5,7,1,2,5,8,22,11,32,28,13,7,32,11,18,9,19,17,15,8,23,10,7,7,0,5,2,6,1,3,3,8,2,4,6,0,2,11,7,5,1,3,5,5,1,3,5,4,3,6,6,2,2,8
96,10,2,3,2,5,6,2,2,2,1,0,1,4,1,0,5,9,4,6,26,5,7,13,22,7,0,10,11,11,12,9,27,3,2,1,1,2,2,4,4,1,5,0,4,5,0,1,4,24,27,54,17,10,8,31,19,14,13,28,16,12,10,17,18,10,4,1,5,4,6,2,3,3,2,0,0,6,7,0,8,9,8,1,3,8,5,3,4,8,3,2,6,4,5,1,8
97,6,1,3,7,10,4,6,7,0,0,0,6,7,1,0,0,13,14,12,27,11,7,12,23,10,6,6,16,11,6,9,31,3,3,2,4,1,3,1,6,2,4,2,5,4,0,2,8,19,14,28,16,11,13,21,11,13,6,19,11,11,12,16,11,2,4,1,2,1,8,0,4,1,3,0,3,9,5,0,8,9,11,1,1,3,1,1,1,3,7,2,5,5,4,2,7
98,5,2,5,1,6,8,1,9,3,1,2,5,4,5,2,3,5,12,12,19,6,5,12,30,6,5,7,7,12,12,11,25,3,2,3,1,0,5,3,5,1,6,4,5,2,0,1,5,29,11,34,16,10,9,21,14,6,3,20,19,17,16,19,10,5,2,1,4,2,2,1,6,3,1,0,2,3,6,2,21,14,7,3,3,6,1,0,3,8,6,3,2,5,6,1,4
99,12,4,3,8,2,4,3,4,1,2,1,1,1,1,0,4,19,16,6,29,7,7,7,22,5,6,6,12,8,9,5,41,7,4,4,4,3,2,1,3,3,3,5,4,4,3,1,7,20,17,26,20,14,12,11,18,4,10,15,18,13,17,18,14,10,2,1,12,3,3,0,7,3,1,2,0,8,2,0,12,11,14,2,8,5,3,1,7,11,5,2,9,4,4,2,10
100,6,1,3,3,7,2,4,6,3,3,2,1,9,2,2,2,22,11,9,24,12,5,6,23,8,7,5,14,12,12,8,45,7,3,2,9,3,1,4,3,4,3,0,6,9,7,2,7,21,14,27,20,16,15,14,22,7,10,10,11,10,16,18,17,5,6,1,6,6,3,0,6,3,0,0,2,2,6,0,10,4,11,0,8,5,2,1,5,2,10,3,4,6,9,2,4
101,10,3,4,9,2,3,2,2,3,0,3,2,3,0,0,1,17,11,17,24,15,11,14,31,14,6,3,9,20,10,5,33,4,3,6,5,2,1,4,6,3,3,2,2,7,1,1,10,27,8,26,17,15,13,20,18,14,14,17,14,11,20,13,9,6,2,2,4,5,4,0,8,0,2,0,5,2,6,2,9,5,4,2,3,3,2,1,3,8,7,1,5,7,2,3,5
102,5,2,3,2,6,1,5,3,7,3,2,2,2,0,0,5,15,10,8,25,6,9,14,25,8,9,4,9,13,10,8,26,5,0,4,2,3,2,3,8,2,4,3,7,1,3,0,5,28,20,24,21,16,20,24,18,11,17,15,12,21,13,23,12,4,4,0,2,4,2,0,7,5,4,0,3,4,3,2,7,11,9,1,8,4,5,1,5,9,4,2,8,6,6,2,6
103,7,0,6,3,3,6,3,5,6,1,3,2,1,0,3,6,12,5,11,22,8,11,12,18,8,2,5,5,7,5,6,20,3,4,2,0,2,1,4,6,2,2,1,8,5,4,0,4,23,13,32,20,12,18,21,13,10,10,18,8,14,10,13,12,6,3,1,2,2,1,1,4,2,5,0,3,5,6,1,11,6,11,1,3,6,1,1,1,4,5,3,2,7,3,3,11
104,13,1,4,3,3,4,4,8,2,0,2,1,6,1,3,2,11,14,8,28,1,5,14,24,1,7,12,11,13,13,10,37,4,6,3,3,4,2,4,11,1,0,2,5,4,4,0,4,24,10,31,8,17,15,33,13,17,14,11,12,15,11,22,17,6,2,1,5,2,4,0,3,1,3,0,7,6,2,0,8,7,5,0,0,1,4,1,5,4,6,5,3,7,3,0,7
105,10,3,2,1,3,3,5,6,3,1,3,4,2,1,1,5,8,7,8,21,5,13,9,24,9,6,6,13,9,12,10,33,5,1,2,4,2,3,2,6,3,0,1,5,6,3,1,7,16,19,31,16,5,13,25,18,14,9,19,10,25,9,25,24,11,7,2,3,5,1,2,3,1,3,2,3,1,5,1,12,5,4,2,4,5,7,1,1,3,5,3,2,2,8,2,6
106,9,5,7,1,1,4,3,2,2,2,2,2,2,3,1,1,12,8,11,18,11,12,6,24,4,3,11,8,14,9,11,36,2,1,1,2,5,0,5,5,3,3,4,5,6,0,3,2,17,10,34,25,17,11,18,20,8,11,15,8,11,11,24,19,5,5,1,5,1,5,1,5,1,4,1,3,6,5,1,14,3,8,1,3,1,4,0,2,12,4,1,4,6,8,0,9
107,5,1,2,1,3,2,3,3,3,0,4,1,3,1,0,3,9,8,9,27,6,13,17,20,6,3,4,7,7,7,9,26,2,3,1,2,2,3,6,7,3,1,1,0,2,0,0,2,21,19,45,16,8,15,26,22,12,20,27,12,9,6,24,13,2,4,4,3,3,5,1,3,3,8,2,7,4,8,2,12,5,8,2,2,9,4,2,4,2,9,1,4,5,6,2,5
108,8,2,2,7,6,6,6,7,5,1,3,1,2,2,2,5,13,12,7,19,6,4,11,20,11,4,6,7,9,12,11,18,3,2,3,6,4,0,3,10,1,4,4,5,3,2,4,5,23,16,31,15,19,11,36,10,4,17,19,10,13,16,31,16,5,2,0,7,5,6,1,3,2,4,0,1,4,3,0,11,4,9,2,4,5,5,0,3,9,7,1,1,7,3,1,8
109,6,4,6,6,2,2,0,7,2,2,1,1,0,2,2,1,15,7,18,18,14,8,13,24,12,0,11,11,14,11,6,43,1,3,7,7,3,6,8,8,3,3,0,6,3,2,1,6,31,20,50,21,14,11,23,21,16,12,14,8,13,18,28,21,7,1,1,5,4,5,0,7,3,2,0,7,1,5,1,8,9,16,2,7,8,3,0,4,6,6,1,2,6,7,2,14
110,7,2,4,3,4,1,5,8,3,1,3,1,5,1,2,2,13,11,11,30,5,6,17,20,5,6,6,11,10,9,14,23,9,2,6,11,6,2,1,11,1,4,0,10,4,0,3,4,28,15,29,14,17,9,25,27,20,13,16,19,11,19,28,19,9,4,0,8,3,5,2,1,2,2,0,2,3,5,1,11,11,13,4,3,8,5,2,5,6,7,1,3,7,8,1,6
111,9,5,2,8,8,5,1,7,4,1,1,2,5,3,3,6,15,17,16,27,19,9,9,38,7,5,8,11,11,22,11,56,5,3,6,4,3,6,3,12,2,0,2,7,4,3,2,7,29,15,43,17,16,16,18,25,10,17,15,20,19,15,23,21,5,3,1,6,2,1,1,2,1,4,1,3,3,5,0,14,7,14,6,8,7,3,2,8,12,6,4,3,7,3,1,12
112,8,5,2,7,8,3,4,9,6,1,4,1,3,1,0,6,22,19,17,34,9,12,8,25,8,14,9,9,14,9,9,32,8,2,11,6,3,1,4,7,2,4,3,5,7,0,0,4,18,15,33,23,20,10,27,23,9,12,20,18,26,22,23,25,5,2,0,8,2,4,1,4,1,2,0,5,5,3,1,8,7,11,5,4,4,7,0,3,8,6,2,5,6,4,0,8
113,6,3,3,3,7,5,6,4,5,1,2,3,3,2,0,3,21,14,9,37,9,8,14,30,13,3,8,16,13,16,11,38,3,2,3,4,1,3,4,8,2,3,1,4,4,3,3,6,25,15,33,19,15,16,24,22,8,15,20,15,16,16,24,22,5,4,1,6,5,5,1,3,5,3,1,2,6,0,2,21,13,7,1,4,4,1,3,3,10,9,3,3,12,4,2,14
114,11,2,2,3,4,1,2,3,4,0,1,2,8,4,2,7,14,8,7,27,7,5,7,27,8,3,8,10,14,14,9,38,9,1,5,7,1,2,1,8,4,3,3,4,6,0,2,5,33,13,25,17,12,14,14,14,14,10,14,15,16,15,27,18,7,5,0,5,3,3,1,2,4,1,1,4,2,7,2,11,6,8,0,5,5,6,0,6,3,7,1,2,3,6,1,8
115,5,5,4,5,4,0,2,1,4,1,5,2,2,0,2,9,19,14,11,19,11,4,12,30,13,6,3,9,14,7,10,33,6,1,5,4,3,1,4,5,3,3,2,9,4,2,6,5,21,17,39,16,20,13,21,17,9,6,18,13,15,16,16,17,5,2,2,6,5,6,0,3,4,3,0,3,4,6,1,11,10,11,1,6,7,7,0,5,4,9,4,5,8,8,2,13
116,11,1,6,3,4,1,6,10,2,4,4,4,4,2,2,1,9,11,13,28,8,7,9,22,11,3,6,7,15,10,18,37,3,2,3,6,1,2,6,4,0,2,3,5,6,0,1,5,30,10,34,18,11,10,21,14,7,13,20,15,17,9,23,17,3,4,3,5,4,4,0,5,4,1,2,1,9,2,1,9,8,4,4,4,7,4,2,1,5,6,4,5,9,2,1,7
117,9,3,2,6,7,4,4,8,1,0,1,0,5,0,3,1,19,13,12,23,12,8,11,26,5,3,6,9,12,10,12,32,6,3,1,5,1,2,3,9,1,1,1,4,1,1,2,5,17,14,26,25,11,15,25,20,15,4,13,10,20,12,17,20,4,4,1,4,4,6,0,3,1,6,0,4,7,4,0,7,11,4,2,2,5,3,1,4,3,5,0,4,3,3,2,12
118,7,8,2,6,4,6,7,4,7,1,2,5,2,0,2,2,17,10,10,30,11,15,7,17,11,4,6,11,19,11,9,42,3,3,4,5,3,5,3,9,0,6,3,5,5,0,4,8,23,15,31,16,16,7,20,12,9,14,16,14,18,10,21,22,6,2,1,4,0,1,1,5,1,2,1,0,3,2,0,7,10,7,3,1,6,1,0,3,4,6,3,4,7,6,2,10
119,8,1,6,9,8,2,7,2,6,1,3,2,3,4,0,6,19,25,3,25,13,11,15,32,9,6,8,10,10,10,18,34,9,2,1,3,1,3,2,4,1,2,0,2,3,0,1,2,21,15,18,23,7,9,19,21,3,15,18,10,15,11,12,14,3,3,1,7,3,2,0,3,4,3,2,2,6,2,1,5,15,7,4,4,3,7,2,4,3,6,1,4,6,9,1,11
120,9,2,6,6,5,4,4,5,5,3,1,5,1,0,3,4,10,8,14,18,8,7,10,28,7,4,8,9,13,8,7,24,1,1,0,4,3,3,2,7,5,1,6,6,0,1,2,3,19,17,33,10,11,8,29,12,5,10,20,12,12,16,19,16,3,2,3,6,5,6,0,3,2,2,0,3,6,6,1,9,1,8,1,3,5,2,1,6,5,10,1,2,2,7,0,8
121,6,5,5,5,4,3,7,5,5,1,3,1,5,5,4,4,15,8,11,38,9,8,15,27,7,5,9,7,9,7,12,45,2,4,5,5,2,6,4,5,6,4,0,6,6,1,3,5,17,14,35,15,22,9,37,19,21,5,25,14,15,20,26,17,6,1,0,3,4,5,0,6,2,6,1,4,7,1,1,7,5,7,3,7,5,6,1,5,3,3,1,3,8,4,1,14
122,15,6,4,7,7,3,1,6,6,1,3,3,8,0,2,3,16,13,12,33,5,2,12,33,11,4,2,13,12,13,14,48,6,4,5,6,2,0,2,10,5,0,2,5,5,3,0,7,21,11,38,12,21,11,22,14,14,11,10,12,14,14,12,14,12,3,2,7,2,3,0,4,5,5,2,2,8,4,1,14,10,11,2,2,8,1,1,5,4,1,1,7,5,10,1,8
123,13,4,5,5,4,3,5,6,5,1,1,2,3,4,3,6,15,9,9,30,11,4,18,17,8,5,9,9,15,8,11,39,7,4,2,7,3,2,2,9,5,3,1,4,4,1,2,3,33,19,40,20,20,6,33,18,12,8,21,18,16,24,21,24,4,1,2,6,1,8,0,4,3,2,0,5,2,5,1,8,5,10,3,8,7,3,1,6,6,5,1,4,3,6,1,6
124,9,4,5,4,5,3,4,4,4,1,1,1,6,0,5,1,15,11,8,26,5,9,10,25,6,5,9,12,13,7,11,28,3,0,3,10,5,1,2,9,0,0,3,7,5,1,7,7,29,19,33,12,16,8,35,15,14,12,15,14,17,15,17,13,13,6,1,3,3,10,0,5,3,6,2,2,9,5,0,9,3,6,4,2,3,5,1,5,4,7,0,2,5,5,0,9
125,9,7,4,6,7,6,5,7,3,0,0,5,5,2,3,4,20,14,9,45,10,7,10,20,9,5,10,12,13,12,9,33,7,5,4,8,2,3,6,8,2,2,2,7,3,1,3,6,36,15,32,23,19,15,29,17,13,12,19,16,22,14,28,15,14,6,2,10,6,7,0,5,3,4,1,3,8,8,0,19,12,11,1,4,3,5,0,3,13,8,1,2,7,5,1,10
126,6,4,4,1,2,6,2,8,5,1,4,3,2,1,2,5,11,14,10,31,13,7,12,20,6,3,7,8,11,10,13,27,3,2,1,5,1,2,3,3,2,5,2,2,2,3,3,6,31,12,29,10,11,10,17,17,18,4,8,13,14,13,17,18,9,5,1,3,2,2,0,3,2,0,0,5,9,1,1,8,5,10,1,4,4,4,2,4,10,8,2,2,5,8,0,15
127,7,1,3,1,3,4,6,3,1,2,0,2,5,1,1,1,14,7,12,36,9,2,14,21,4,4,7,9,13,6,8,39,6,3,6,3,2,4,3,6,0,0,2,7,8,2,2,4,25,13,34,21,13,18,25,15,13,8,13,14,12,15,8,25,3,4,1,6,2,2,0,3,2,0,1,2,4,5,0,12,10,13,1,8,7,3,1,1,7,11,2,5,7,4,0,9
128,9,1,0,5,2,4,5,8,3,0,1,0,6,1,0,3,22,3,11,15,9,7,12,27,6,3,9,7,9,2,4,28,2,2,1,6,0,4,2,7,2,2,3,5,6,3,1,5,26,12,38,17,14,11,26,12,11,7,18,14,17,15,17,14,9,4,1,1,3,4,3,6,2,5,1,4,8,6,1,14,14,10,1,1,6,4,0,5,3,5,3,5,5,6,0,7
